Terminales,Profundidad,Ancho_de_Banda
16,5,666.67
16,10,666.67
16,17,800.00
16,26,666.67
16,22,666.67
16,14,666.67
16,27,666.67
16,6,666.67
16,6,666.67
16,14,666.67
16,13,666.67
16,9,666.67
16,13,666.67
16,7,800.00
16,15,1000.00
16,21,666.67
16,27,666.67
16,29,666.67
16,26,666.67
16,21,666.67
16,11,666.67
16,5,666.67
16,6,666.67
16,19,666.67
16,18,1333.33
16,11,666.67
16,13,666.67
16,21,666.67
16,12,666.67
16,6,666.67
16,23,666.67
16,22,666.67
16,6,666.67
16,30,666.67
