Dispositivos,Profundidad,Paquete_Enviado,Paquete_Recibido,Tiempo_Envio,Tiempo_Recibido,Terminal_de_Envio,Terminal_de_recibido,Latencia
16, 30, 44f8cb6, 44f8cb6, 52185, 52505, 15, 3, 320
16, 30, 1046739f, 31046739f, 52285, 52925, 15, 4, 640
16, 30, 207c8082, 3207c8082, 52385, 52945, 15, 5, 560
16, 30, 30717e24, 330717e24, 52565, 53025, 15, 6, 460
16, 30, 4042db87, 34042db87, 52715, 53085, 15, 7, 370
16, 30, 51049488, 251049488, 52765, 53185, 15, 8, 420
16, 30, 521556ec, 2521556ec, 52955, 53245, 15, 9, 290
16, 30, 5317333f, 25317333f, 53005, 53245, 15, 10, 240
16, 30, 5470035b, 25470035b, 53135, 53255, 15, 11, 120
16, 30, 1576df36, 11576df36, 53205, 53635, 15, 12, 430
16, 30, 253e2263, 1253e2263, 53375, 53665, 15, 13, 290
16, 30, 2cf2a82, 2cf2a82, 53585, 53675, 0, 1, 90
16, 30, 35455ede, 135455ede, 53485, 53685, 15, 14, 200
16, 30, 39aff34, 39aff34, 53755, 53975, 0, 2, 220
16, 30, 10e65105, 310e65105, 53935, 54055, 0, 4, 120
16, 30, 4b4b6a5, 4b4b6a5, 53855, 54175, 0, 3, 320
16, 30, 20dff24f, 320dff24f, 54075, 54235, 0, 5, 160
16, 30, 308d1032, 3308d1032, 54195, 54435, 0, 6, 240
16, 30, 400f8353, 3400f8353, 54205, 54655, 0, 7, 450
16, 30, 51e8c627, 251e8c627, 54375, 54775, 0, 8, 400
16, 30, 528ce393, 2528ce393, 54395, 54915, 0, 9, 520
16, 30, 5366e320, 25366e320, 54425, 55055, 0, 10, 630
16, 30, 159c1c58, 1159c1c58, 54705, 55165, 0, 12, 460
16, 30, 54d99117, 254d99117, 54555, 55285, 0, 11, 730
16, 30, 25611d7b, 125611d7b, 54905, 55335, 0, 13, 430
16, 30, 358c6534, 1358c6534, 54985, 55415, 0, 14, 430
16, 30, 452431af, 1452431af, 55105, 55625, 0, 15, 520
16, 30, 287d0a7, 287d0a7, 500045, 500245, 0, 1, 200
16, 30, 3ae7a11, 3ae7a11, 500085, 500425, 0, 2, 340
16, 30, 10bb7dd2, 310bb7dd2, 500315, 500445, 0, 4, 130
16, 30, 4f75d3e, 4f75d3e, 500245, 500625, 0, 3, 380
16, 30, 20e5a73f, 320e5a73f, 500415, 500645, 0, 5, 230
16, 30, 30e57c0e, 330e57c0e, 500585, 500865, 0, 6, 280
16, 30, 40f29e1f, 340f29e1f, 500605, 501065, 0, 7, 460
